constructorId,year,constructorRef,constructor_name,constructor_nationality,races_count,finished_races,finish_rate,dnf_count,dnf_rate,mech_dnf_count,mech_dnf_rate,crash_dnf_count,crash_dnf_rate,other_dnf_count,other_dnf_rate,reliability_rate,win_count,podiums,top10_finishes,total_points,points_per_race,avg_finish_position,std_finish_position,consistency_index,performance_score
131,2024,mercedes,Mercedes,German,370.0,348.0,0.9405405405405406,22.0,0.05945945945945946,12.0,0.032432432432432434,10.0,0.02702702702702703,0.0,0.0,0.9675675675675676,96,226,334,5576.5,15.071621621621622,3.189189189189189,2.968645499102678,0.25197513867794513,14.175471146822499
131,2025,mercedes,Mercedes,German,418.0,393.0,0.9401913875598086,25.0,0.05980861244019139,14.0,0.03349282296650718,11.0,0.02631578947368421,0.0,0.0,0.9665071770334929,100,235,376,6009.5,14.376794258373206,3.425837320574163,3.0834490090995863,0.24489102172491756,13.516938142441793
208,2015,lotus_f1,Lotus F1,British,466.0,437.0,0.9377682403433476,29.0,0.06223175965665236,16.0,0.034334763948497854,13.0,0.027896995708154508,0.0,0.0,0.9656652360515021,102,247,413,6433.5,13.805793991416309,3.813304721030043,3.546368967781405,0.21995575086110813,12.946635137873233
209,2015,manor,Manor Marussia,British,38.0,23.0,0.6052631578947368,15.0,0.39473684210526316,5.0,0.13157894736842105,8.0,0.21052631578947367,2.0,0.05263157894736842,0.868421052631579,0,1,16,78.0,2.0526315789473686,5.552631578947368,4.9667174822488604,0.1675963380158397,1.242382271468144
209,2016,manor,Manor Marussia,British,36.0,32.0,0.8888888888888888,4.0,0.1111111111111111,2.0,0.05555555555555555,0.0,0.0,2.0,0.05555555555555555,0.9444444444444444,0,0,0,0.0,0.0,14.0,5.238744548500572,0.16028865939708037,0.0
210,2016,haas,Haas F1 Team,American,78.0,66.0,0.8461538461538461,12.0,0.15384615384615385,5.0,0.0641025641025641,5.0,0.0641025641025641,2.0,0.02564102564102564,0.9358974358974359,0,0,1,1.0,0.01282051282051282,13.820512820512821,6.29355305002074,0.13710738691304322,0.010848126232741617
210,2017,haas,Haas F1 Team,American,42.0,32.0,0.7619047619047619,10.0,0.23809523809523808,4.0,0.09523809523809523,1.0,0.023809523809523808,5.0,0.11904761904761904,0.9047619047619048,0,0,5,29.0,0.6904761904761905,9.714285714285714,6.287878415331073,0.13721414422836142,0.5260770975056689
210,2018,haas,Haas F1 Team,American,82.0,64.0,0.7804878048780488,18.0,0.21951219512195122,10.0,0.12195121951219512,3.0,0.036585365853658534,5.0,0.06097560975609756,0.8780487804878049,0,0,18,76.0,0.926829268292683,9.353658536585366,5.762308038640699,0.1478785045410341,0.7233789411064843
210,2019,haas,Haas F1 Team,American,124.0,99.0,0.7983870967741935,25.0,0.20161290322580644,12.0,0.0967741935483871,8.0,0.06451612903225806,5.0,0.04032258064516129,0.9032258064516129,0,0,36,169.0,1.3629032258064515,8.959677419354838,5.677344895039587,0.14976012407908898,1.088124349635796
210,2020,haas,Haas F1 Team,American,166.0,132.0,0.7951807228915663,34.0,0.20481927710843373,16.0,0.0963855421686747,11.0,0.06626506024096386,7.0,0.04216867469879518,0.9036144578313253,0,0,43,197.0,1.1867469879518073,9.41566265060241,5.831116818935707,0.146388947298928,0.943678327768907
210,2021,haas,Haas F1 Team,American,200.0,157.0,0.785,43.0,0.215,19.0,0.095,15.0,0.075,9.0,0.045,0.905,0,0,45,200.0,1.0,9.685,6.070895732921131,0.14142479789995144,0.785
210,2022,haas,Haas F1 Team,American,244.0,192.0,0.7868852459016393,52.0,0.21311475409836064,22.0,0.09016393442622951,20.0,0.08196721311475409,10.0,0.040983606557377046,0.9098360655737705,0,0,45,200.0,0.819672131147541,10.389344262295081,6.442689431517842,0.13436003331877072,0.6449879064767535
210,2023,haas,Haas F1 Team,American,288.0,229.0,0.7951388888888888,59.0,0.2048611111111111,25.0,0.08680555555555555,23.0,0.0798611111111111,11.0,0.03819444444444445,0.9131944444444444,0,0,53,233.0,0.8090277777777778,10.524305555555555,6.352446450513047,0.13600915106701947,0.6432894483024691
210,2024,haas,Haas F1 Team,American,332.0,267.0,0.8042168674698795,65.0,0.19578313253012047,27.0,0.08132530120481928,27.0,0.08132530120481928,11.0,0.03313253012048193,0.9186746987951807,0,0,57,242.0,0.7289156626506024,10.840361445783133,6.277839000799507,0.13740342427060354,0.5862062708665989
210,2025,haas,Haas F1 Team,American,380.0,311.0,0.8184210526315789,69.0,0.18157894736842106,27.0,0.07105263157894737,30.0,0.07894736842105263,12.0,0.031578947368421054,0.9289473684210526,0,0,73,293.0,0.7710526315789473,10.839473684210526,6.092101852903443,0.14100192308865514,0.6310457063711911
211,2019,racing_point,Racing Point,British,428.0,355.0,0.8294392523364486,73.0,0.1705607476635514,31.0,0.07242990654205607,30.0,0.07009345794392523,12.0,0.028037383177570093,0.927570093457944,0,0,91,366.0,0.8551401869158879,10.985981308411215,5.908554681946945,0.14474807626740582,0.709286837278365
211,2020,racing_point,Racing Point,British,42.0,38.0,0.9047619047619048,4.0,0.09523809523809523,2.0,0.047619047619047616,2.0,0.047619047619047616,0.0,0.0,0.9523809523809523,0,0,17,73.0,1.7380952380952381,9.928571428571429,4.5271291078545195,0.18092575376589543,1.5725623582766441
213,2020,alphatauri,AlphaTauri,Italian,76.0,65.0,0.8552631578947368,11.0,0.14473684210526316,6.0,0.07894736842105263,5.0,0.06578947368421052,0.0,0.0,0.9210526315789473,1,4,42,283.0,3.723684210526316,7.894736842105263,4.921967266536135,0.16886280436752868,3.184729916897507
213,2021,alphatauri,AlphaTauri,Italian,34.0,30.0,0.8823529411764706,4.0,0.11764705882352941,2.0,0.058823529411764705,2.0,0.058823529411764705,0.0,0.0,0.9411764705882353,1,1,17,107.0,3.1470588235294117,8.411764705882353,4.538188593408449,0.18056445408706373,2.7768166089965396
213,2022,alphatauri,AlphaTauri,Italian,78.0,67.0,0.8589743589743589,11.0,0.14102564102564102,7.0,0.08974358974358974,4.0,0.05128205128205128,0.0,0.0,0.9102564102564102,1,2,39,249.0,3.1923076923076925,8.256410256410257,4.873886190805078,0.17024504178603084,2.742110453648915
213,2023,alphatauri,AlphaTauri,Italian,122.0,102.0,0.8360655737704918,20.0,0.16393442622950818,12.0,0.09836065573770492,8.0,0.06557377049180328,0.0,0.0,0.9016393442622951,1,2,49,284.0,2.3278688524590163,8.795081967213115,5.233778255653076,0.16041635730195475,1.946251007793604
214,2021,alpine,Alpine F1 Team,French,166.0,143.0,0.8614457831325302,23.0,0.13855421686746988,13.0,0.0783132530120482,10.0,0.060240963855421686,0.0,0.0,0.9216867469879518,1,2,57,306.0,1.8433734939759037,9.716867469879517,5.261643869680982,0.15970247123794792,1.5879663231238208
214,2022,alpine,Alpine F1 Team,French,44.0,39.0,0.8863636363636364,5.0,0.11363636363636363,4.0,0.09090909090909091,1.0,0.022727272727272728,0.0,0.0,0.9090909090909091,1,2,29,155.0,3.522727272727273,8.068181818181818,4.360972198076558,0.18653333071915315,3.122417355371901
214,2023,alpine,Alpine F1 Team,French,88.0,75.0,0.8522727272727273,13.0,0.14772727272727273,11.0,0.125,2.0,0.022727272727272728,0.0,0.0,0.875,1,2,59,325.0,3.6931818181818183,7.568181818181818,4.316447019949747,0.18809554505998866,3.147598140495868
214,2024,alpine,Alpine F1 Team,French,132.0,111.0,0.8409090909090909,21.0,0.1590909090909091,15.0,0.11363636363636363,6.0,0.045454545454545456,0.0,0.0,0.8863636363636364,1,4,82,435.0,3.2954545454545454,7.803030303030303,4.467796206014288,0.18288904017674482,2.771177685950413
214,2025,alpine,Alpine F1 Team,French,180.0,153.0,0.85,27.0,0.15,19.0,0.10555555555555556,8.0,0.044444444444444446,0.0,0.0,0.8944444444444445,1,6,96,498.0,2.7666666666666666,8.622222222222222,4.9398105626695585,0.16835553751238913,2.3516666666666666
215,2024,rb,RB F1 Team,Italian,228.0,195.0,0.8552631578947368,33.0,0.14473684210526316,20.0,0.08771929824561403,12.0,0.05263157894736842,1.0,0.0043859649122807015,0.9122807017543859,1,6,101,518.0,2.2719298245614037,10.039473684210526,5.426803498766081,0.1555983468596785,1.9430978762696216
215,2025,rb,RB F1 Team,Italian,48.0,42.0,0.875,6.0,0.125,1.0,0.020833333333333332,2.0,0.041666666666666664,3.0,0.0625,0.9791666666666666,0,0,14,40.0,0.8333333333333334,10.875,5.048205126577168,0.1653383076585442,0.7291666666666667
