driverId,year,driverRef,forename,surname,driver_nationality,races_count,finished_races,finish_rate,dnf_count,dnf_rate,mech_dnf_count,mech_dnf_rate,crash_dnf_count,crash_dnf_rate,other_dnf_count,other_dnf_rate,reliability_rate,win_count,podiums,top8_finishes,total_points,points_per_race,avg_finish_position,std_finish_position,consistency_index,performance_score
840,2021,stroll,Lance,Stroll,Canadian,24.0,22.0,0.9166666666666666,2.0,0.08333333333333333,0.0,0.0,0.0,0.0,2.0,0.08333333333333333,0.9166666666666666,0,0,3,9.0,0.375,11.916666666666666,4.212250652033372,0.19185570049473463,0.34375
840,2022,stroll,Lance,Stroll,Canadian,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,12.666666666666666,1.885618083164131,0.34654620645552736,0.0
840,2023,stroll,Lance,Stroll,Canadian,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,13.666666666666666,1.885618083164131,0.34654620645552736,0.0
840,2024,stroll,Lance,Stroll,Canadian,12.0,11.0,0.9166666666666666,1.0,0.08333333333333333,1.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.9166666666666666,0,0,2,6.0,0.5,10.833333333333334,4.543004390146335,0.18040757856473574,0.4583333333333333
840,2025,stroll,Lance,Stroll,Canadian,18.0,16.0,0.8888888888888888,2.0,0.1111111111111111,1.0,0.05555555555555555,0.0,0.0,1.0,0.05555555555555555,0.8888888888888888,0,0,2,6.0,0.3333333333333333,12.11111111111111,4.5447025191594586,0.1803523266657764,0.2962962962962963
841,2021,giovinazzi,Antonio,Giovinazzi,Italian,24.0,21.0,0.875,3.0,0.125,1.0,0.041666666666666664,0.0,0.0,2.0,0.08333333333333333,0.875,0,0,3,10.0,0.4166666666666667,12.083333333333334,4.627064103967244,0.17771256582894993,0.36458333333333337
842,2021,gasly,Pierre,Gasly,French,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,12.0,2.9439202887759475,0.2535548202751239,0.0
842,2022,gasly,Pierre,Gasly,French,3.0,2.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.6666666666666667,0,0,1,0.0,0.0,6.666666666666667,4.988876515698587,0.1669762262385456,0.0
842,2023,gasly,Pierre,Gasly,French,6.0,5.0,0.8333333333333334,1.0,0.16666666666666666,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0,0,1,0.0,0.0,10.333333333333334,5.497474167490213,0.15390596010422788,0.0
842,2024,gasly,Pierre,Gasly,French,12.0,11.0,0.9166666666666666,1.0,0.08333333333333333,0.0,0.0,1.0,0.08333333333333333,0.0,0.0,0.9166666666666666,0,1,3,8.0,0.6666666666666666,10.166666666666666,4.861984048604942,0.1705907064414452,0.611111111111111
842,2025,gasly,Pierre,Gasly,French,18.0,17.0,0.9444444444444444,1.0,0.05555555555555555,0.0,0.0,1.0,0.05555555555555555,0.0,0.0,0.9444444444444444,0,1,4,10.0,0.5555555555555556,10.444444444444445,4.323350324076381,0.1878516233427683,0.5246913580246914
844,2021,leclerc,Charles,Leclerc,Monegasque,24.0,22.0,0.9166666666666666,2.0,0.08333333333333333,0.0,0.0,1.0,0.041666666666666664,1.0,0.041666666666666664,0.9166666666666666,0,1,6,12.0,0.5,11.0,4.527692569068709,0.1809073112342927,0.4583333333333333
844,2022,leclerc,Charles,Leclerc,Monegasque,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,3,0.0,0.0,5.666666666666667,1.2472191289246448,0.44499443206436534,0.0
844,2023,leclerc,Charles,Leclerc,Monegasque,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2,6,17.0,2.8333333333333335,4.5,1.9790570145063198,0.335676690687881,2.8333333333333335
844,2024,leclerc,Charles,Leclerc,Monegasque,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4,10,38.0,3.1666666666666665,5.5,3.3291640592396967,0.2309914769493914,3.1666666666666665
844,2025,leclerc,Charles,Leclerc,Monegasque,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,6,16,67.0,3.7222222222222223,5.055555555555555,2.9339435392246433,0.25419785262019645,3.7222222222222223
846,2021,norris,Lando,Norris,British,24.0,23.0,0.9583333333333334,1.0,0.041666666666666664,0.0,0.0,0.0,0.0,1.0,0.041666666666666664,0.9583333333333334,0,6,20,84.0,3.5,5.958333333333333,4.1980071330202495,0.19238142126576116,3.354166666666667
846,2022,norris,Lando,Norris,British,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,3,0.0,0.0,5.0,0.8164965809277268,0.5505102572168217,0.0
846,2023,norris,Lando,Norris,British,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,5,6.0,1.0,6.333333333333333,2.285218200133683,0.30439378424218755,1.0
846,2024,norris,Lando,Norris,British,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2,9,27.0,2.25,6.583333333333333,3.94669341207154,0.2021552412283476,2.25
846,2025,norris,Lando,Norris,British,18.0,17.0,0.9444444444444444,1.0,0.05555555555555555,0.0,0.0,0.0,0.0,1.0,0.05555555555555555,0.9444444444444444,1,6,14,57.0,3.1666666666666665,6.333333333333333,4.96655480858378,0.16760090740494846,2.9907407407407405
847,2021,russell,George,Russell,British,24.0,22.0,0.9166666666666666,2.0,0.08333333333333333,0.0,0.0,0.0,0.0,2.0,0.08333333333333333,0.9166666666666666,3,10,19,86.0,3.5833333333333335,6.166666666666667,5.2493385826745405,0.16001693407561032,3.2847222222222223
847,2022,russell,George,Russell,British,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,13.666666666666666,3.399346342395192,0.22730649559533364,0.0
847,2023,russell,George,Russell,British,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2,13.0,2.1666666666666665,9.5,5.649483752226098,0.1503876146272592,2.1666666666666665
847,2024,russell,George,Russell,British,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,8,31.0,2.5833333333333335,7.75,4.584848234492973,0.17905589516718287,2.5833333333333335
847,2025,russell,George,Russell,British,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,13,50.0,2.7777777777777777,7.277777777777778,4.1740675013915185,0.19327154114844058,2.7777777777777777
848,2022,albon,Alexander,Albon,Thai,24.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5,18,80.0,3.3333333333333335,6.583333333333333,4.182470030443203,0.1929581828984509,3.3333333333333335
848,2023,albon,Alexander,Albon,Thai,3.0,2.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666667,0,0,0,0.0,0.0,11.333333333333334,8.055363982396381,0.11043178407229119,0.0
848,2024,albon,Alexander,Albon,Thai,9.0,8.0,0.8888888888888888,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.8888888888888888,0,0,1,2.0,0.2222222222222222,11.0,5.1639777949432215,0.162232901101684,0.19753086419753085
848,2025,albon,Alexander,Albon,Thai,15.0,14.0,0.9333333333333333,1.0,0.06666666666666667,0.0,0.0,0.0,0.0,1.0,0.06666666666666667,0.9333333333333333,0,0,1,2.0,0.13333333333333333,12.533333333333333,4.716872787015662,0.17492080675141677,0.12444444444444444
849,2021,latifi,Nicholas,Latifi,Canadian,21.0,20.0,0.9523809523809523,1.0,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.047619047619047616,0.9523809523809523,0,0,2,5.0,0.23809523809523808,12.333333333333334,4.465031683707062,0.1829815558034745,0.22675736961451246
849,2022,latifi,Nicholas,Latifi,Canadian,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,15.666666666666666,1.2472191289246535,0.44499443206436357,0.0
852,2021,tsunoda,Yuki,Tsunoda,Japanese,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,17.166666666666668,1.7716909687890994,0.36079058281049337,0.0
852,2022,tsunoda,Yuki,Tsunoda,Japanese,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,15.666666666666666,0.4714045207910384,0.6796227589829561,0.0
852,2023,tsunoda,Yuki,Tsunoda,Japanese,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,15.166666666666666,1.5723301886761027,0.38875258098753973,0.0
852,2024,tsunoda,Yuki,Tsunoda,Japanese,12.0,11.0,0.9166666666666666,1.0,0.08333333333333333,0.0,0.0,1.0,0.08333333333333333,0.0,0.0,0.9166666666666666,0,0,1,3.0,0.25,13.0,5.0,0.16666666666666666,0.22916666666666666
852,2025,tsunoda,Yuki,Tsunoda,Japanese,18.0,17.0,0.9444444444444444,1.0,0.05555555555555555,0.0,0.0,1.0,0.05555555555555555,0.0,0.0,0.9444444444444444,0,0,2,4.0,0.2222222222222222,13.11111111111111,4.45831169949753,0.1832068330015041,0.20987654320987653
853,2021,mazepin,Nikita,Mazepin,Russian,24.0,23.0,0.9583333333333334,1.0,0.041666666666666664,0.0,0.0,1.0,0.041666666666666664,0.0,0.0,0.9583333333333334,0,0,6,16.0,0.6666666666666666,11.833333333333334,4.687453703475075,0.17582560705311637,0.6388888888888888
854,2021,mick_schumacher,Mick,Schumacher,German,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,18.666666666666668,1.2472191289246193,0.44499443206437034,0.0
854,2022,mick_schumacher,Mick,Schumacher,German,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,18.666666666666668,0.4714045207909781,0.6796227589829841,0.0
855,2022,zhou,Guanyu,Zhou,Chinese,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,14.5,4.272001872658765,0.1896812679802183,0.0
855,2023,zhou,Guanyu,Zhou,Chinese,3.0,2.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666667,0,0,0,0.0,0.0,9.0,6.377042156569664,0.1355556846194033,0.0
855,2024,zhou,Guanyu,Zhou,Chinese,9.0,8.0,0.8888888888888888,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.8888888888888888,0,0,0,0.0,0.0,13.555555555555555,5.209203630991574,0.16105124898928555,0.0
856,2023,de_vries,Nyck,de Vries,Dutch,15.0,14.0,0.9333333333333333,1.0,0.06666666666666667,0.0,0.0,0.0,0.0,1.0,0.06666666666666667,0.9333333333333333,0,0,0,0.0,0.0,14.466666666666667,4.978174587358523,0.1672751414979758,0.0
857,2023,piastri,Oscar,Piastri,Australian,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,15.5,1.5,0.4,0.0
857,2024,piastri,Oscar,Piastri,Australian,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,2,15.0,2.5,7.333333333333333,4.149966532662911,0.19417601913675475,2.5
857,2025,piastri,Oscar,Piastri,Australian,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,5,7,42.0,3.5,6.0,3.9581140290126386,0.2016895928872254,3.5
858,2023,sargeant,Logan,Sargeant,American,18.0,16.0,0.8888888888888888,2.0,0.1111111111111111,0.0,0.0,0.0,0.0,2.0,0.1111111111111111,0.8888888888888888,3,9,11,71.0,3.9444444444444446,6.5,5.746979883188889,0.14821446296166524,3.506172839506173
858,2024,sargeant,Logan,Sargeant,American,6.0,4.0,0.6666666666666666,2.0,0.3333333333333333,0.0,0.0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.6666666666666667,0,0,0,0.0,0.0,12.166666666666666,8.6874750199481,0.10322607262891889,0.0
859,2023,lawson,Liam,Lawson,New Zealander,9.0,7.0,0.7777777777777778,2.0,0.2222222222222222,0.0,0.0,1.0,0.1111111111111111,1.0,0.1111111111111111,0.7777777777777778,0,0,0,0.0,0.0,13.0,7.453559924999298,0.11829335911404013,0.0
859,2024,lawson,Liam,Lawson,New Zealander,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
859,2025,lawson,Liam,Lawson,New Zealander,4.0,3.0,0.75,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.25,0.75,0,0,0,0.0,0.0,10.25,6.5717197140474575,0.13207039322186567,0.0
860,2024,bearman,Oliver,Bearman,British,10.0,9.0,0.9,1.0,0.1,0.0,0.0,0.0,0.0,1.0,0.1,0.9,0,0,0,0.0,0.0,11.7,4.712748667179272,0.17504708473263889,0.0
860,2025,bearman,Oliver,Bearman,British,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,14.0,0.0,1.0,0.0
861,2024,colapinto,Franco,Colapinto,Argentinian ,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,2.0,0.2857142857142857,12.714285714285714,2.6029810226126555,0.2775479509117322,0.2857142857142857
861,2025,colapinto,Franco,Colapinto,Argentinian ,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,14.0,2.8284271247461903,0.2612038749637414,0.0
862,2025,doohan,Jack,Doohan,Australian,7.0,6.0,0.8571428571428571,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.8571428571428572,0,0,0,0.0,0.0,16.428571428571427,3.374574803147923,0.2285936450967543,0.0
863,2025,antonelli,Andrea Kimi,Antonelli,Italian,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,18.0,2.0,0.3333333333333333,0.0
864,2025,bortoleto,Gabriel,Bortoleto,Brazilian,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,5,15.0,2.5,7.833333333333333,4.524623986832743,0.18100779390296537,2.5
865,2025,hadjar,Isack,Hadjar,French,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,13.666666666666666,3.5433819375782187,0.22010035998273017,0.0
