driverId,year,driverRef,forename,surname,driver_nationality,sessions_count,sessions_quali,sessions_rate,top5_finishes,top10_finishes,top10_rate,pole_count,pole_rate,front_row_count,front_row_rate,q2_appearances,q3_appearances,q3_rate,avg_quali_position,std_quali_position,consistency_index,performance_score
830,2016,max_verstappen,Max,Verstappen,Dutch,19.0,19.0,1.0,0,10,0.5263157894736842,0,0.0,0,0.0,19.0,19.0,1.0,11.0,3.509385911193612,0.22175968517524927,0.5
830,2017,max_verstappen,Max,Verstappen,Dutch,40.0,40.0,1.0,13,30,0.75,0,0.0,1,0.025,40.0,40.0,1.0,8.475,4.505482771024656,0.18163711369019223,0.62625
830,2018,max_verstappen,Max,Verstappen,Dutch,60.0,60.0,1.0,27,49,0.8166666666666667,0,0.0,4,0.06666666666666667,60.0,60.0,1.0,7.433333333333334,4.428568868406837,0.1842106131912217,0.6783333333333333
830,2019,max_verstappen,Max,Verstappen,Dutch,81.0,81.0,1.0,41,66,0.8148148148148148,0,0.0,6,0.07407407407407407,81.0,81.0,1.0,7.209876543209877,4.493386221753572,0.18203708234459162,0.6895061728395062
830,2020,max_verstappen,Max,Verstappen,Dutch,102.0,102.0,1.0,60,85,0.8333333333333334,3,0.029411764705882353,10,0.09803921568627451,102.0,102.0,1.0,6.666666666666667,4.525165652548703,0.18099004860401063,0.7166666666666666
830,2021,max_verstappen,Max,Verstappen,Dutch,119.0,119.0,1.0,76,102,0.8571428571428571,4,0.03361344537815126,14,0.11764705882352941,119.0,119.0,1.0,6.159663865546219,4.396299424119042,0.18531217810680553,0.7420168067226891
830,2022,max_verstappen,Max,Verstappen,Dutch,141.0,141.0,1.0,97,123,0.8723404255319149,12,0.0851063829787234,27,0.19148936170212766,141.0,141.0,1.0,5.638297872340425,4.482078728321816,0.18241255727207,0.7680851063829788
830,2023,max_verstappen,Max,Verstappen,Dutch,163.0,163.0,1.0,117,145,0.8895705521472392,20,0.12269938650306748,42,0.25766871165644173,163.0,163.0,1.0,5.226993865030675,4.375476294489931,0.18603002696245508,0.7886503067484663
830,2024,max_verstappen,Max,Verstappen,Dutch,185.0,185.0,1.0,135,165,0.8918918918918919,33,0.1783783783783784,58,0.31351351351351353,185.0,185.0,1.0,4.962162162162162,4.364930967619284,0.1863956882270482,0.8018918918918919
830,2025,max_verstappen,Max,Verstappen,Dutch,209.0,209.0,1.0,155,188,0.8995215311004785,43,0.20574162679425836,74,0.35406698564593303,209.0,209.0,1.0,4.7272727272727275,4.254721298455835,0.19030505010681772,0.8136363636363637
